id,edad,genero,nivel_educativo,region,ingreso_mensual,saldo_cuenta,score_crediticio,dias_mora_12m,monto_prestamo_solicitado
4665,41,M,Postgrado,Centro,2164.18,4549.24,654.0,7.0,7991.91
4666,32,F,Universitario,Oriente,2507.41,5284.45,,,6653.53
4667,39,F,Tecnico,,1408.22,2447.99,,14.0,3959.55
4668,47,M,Tecnico,Oriente,2414.76,4197.0,696.0,13.0,7366.14
4669,21,F,Universitario,Centro,,3294.91,532.0,10.0,2137.48
4670,30,M,Tecnico,Norte,1871.41,2730.83,598.0,7.0,4715.46
4671,40,F,Tecnico,Sur,2172.87,2002.28,717.0,4.0,7346.96
4672,25,F,Universitario,Centro,3322.24,6069.72,630.0,4.0,9027.49
4673,35,F,Secundaria,Norte,1998.26,3687.19,589.0,3.0,4456.26
4674,29,F,Universitario,Centro,1555.87,3546.59,524.0,9.0,7738.84
4675,72,M,Tecnico,Norte,1967.06,4182.76,645.0,7.0,8077.54
4676,48,M,Tecnico,Sur,1739.1,4462.19,519.0,10.0,6541.92
4677,31,F,Primaria,Centro,733.16,1532.65,510.0,8.0,500.0
4678,51,F,Secundaria,Norte,1509.47,4486.34,590.0,10.0,2929.82
4679,35,F,Secundaria,Centro,790.51,2359.86,431.0,,2024.78
4680,73,F,Secundaria,Centro,1770.66,3276.17,573.0,5.0,4953.6
4681,51,F,Universitario,Sur,4205.65,8425.32,758.0,5.0,17473.01
4682,28,F,Secundaria,Centro,2287.77,3404.07,521.0,13.0,6581.09
4683,58,M,Secundaria,Oriente,1846.56,3101.34,,9.0,6680.23
4684,29,M,Tecnico,Norte,1971.56,3428.87,567.0,8.0,5685.43
4685,66,F,Tecnico,Centro,1791.54,3073.46,561.0,7.0,4292.21
4686,32,M,Primaria,Sur,3112.04,6284.6,547.0,9.0,6769.34
4687,74,M,Primaria,Norte,1159.41,2969.54,522.0,9.0,3548.17
4688,48,M,Universitario,Norte,1343.67,3045.56,460.0,4.0,
4689,66,F,Primaria,Centro,1772.86,2690.17,590.0,6.0,5112.88
4690,75,F,Universitario,Norte,3147.7,6209.55,673.0,6.0,9602.33
4691,46,F,Secundaria,Sur,920.49,2627.85,548.0,8.0,3692.0
4692,43,M,Tecnico,Sur,1509.54,3297.99,,3.0,3951.5
4693,35,F,Secundaria,Centro,1597.31,,555.0,6.0,5701.61
4694,49,F,Universitario,Sur,1888.5,2624.89,622.0,7.0,4936.52
4695,39,M,Secundaria,Occidente,2254.88,,650.0,7.0,7764.98
4696,55,M,Secundaria,Occidente,1084.77,2883.33,516.0,8.0,1773.61
4697,34,M,Secundaria,Norte,1319.32,1592.14,514.0,5.0,1138.08
4698,40,F,Universitario,Norte,1979.11,3558.38,649.0,11.0,6227.74
4699,41,F,Universitario,Centro,2935.68,5319.61,648.0,7.0,8996.15
4700,67,M,Secundaria,Centro,2093.8,2963.08,526.0,11.0,3954.69
4701,25,F,Secundaria,Norte,1775.56,3422.4,,2.0,6313.8
4702,58,M,Universitario,Centro,1079.15,2257.57,481.0,6.0,2444.52
4703,23,M,Universitario,Norte,2487.74,,708.0,6.0,9367.43
4704,22,M,Tecnico,Sur,2144.69,4658.37,558.0,7.0,4294.21
4705,61,M,Universitario,Centro,3252.57,5822.76,643.0,6.0,12363.68
4706,74,M,Secundaria,Norte,1473.28,3218.11,597.0,7.0,4427.68
4707,46,M,Primaria,Centro,1223.2,2545.24,642.0,5.0,4045.27
4708,45,M,Primaria,Sur,935.21,,483.0,9.0,785.01
4709,28,M,Tecnico,Sur,3112.89,5229.19,605.0,9.0,10611.02
4710,74,F,Secundaria,Occidente,872.57,1999.99,451.0,8.0,582.27
4711,18,M,Primaria,Occidente,1401.79,3454.41,466.0,6.0,2684.95
4712,60,M,Secundaria,Sur,993.24,2538.16,508.0,5.0,1434.46
4713,36,F,Tecnico,Oriente,1434.42,3566.05,557.0,13.0,4995.26
4714,26,M,Primaria,Norte,1142.52,2211.0,453.0,15.0,500.0
4715,44,F,Primaria,Sur,493.28,,,5.0,
4716,51,F,Universitario,Sur,1305.81,2123.2,520.0,3.0,4708.84
4717,61,M,Secundaria,Sur,757.56,1163.57,441.0,10.0,2255.97
4718,21,F,Secundaria,,1742.89,4541.12,589.0,7.0,3169.88
4719,53,F,Tecnico,Norte,2916.95,5624.3,621.0,4.0,9981.17
4720,35,F,Universitario,Centro,1154.99,2809.62,572.0,7.0,
4721,32,F,Tecnico,Sur,1629.81,1563.13,490.0,8.0,3195.09
4722,68,M,Secundaria,Occidente,1785.5,3505.72,576.0,6.0,5011.64
4723,30,F,Universitario,Centro,2648.11,4990.12,545.0,11.0,8820.24
4724,36,M,Secundaria,Occidente,3662.39,7056.28,690.0,3.0,12897.53
4725,66,M,Secundaria,Norte,1684.57,3477.59,563.0,6.0,5446.35
4726,23,M,Tecnico,Occidente,1141.84,1786.57,499.0,9.0,
4727,65,M,Tecnico,Oriente,,6707.75,611.0,9.0,10417.46
4728,73,M,Tecnico,Norte,3911.35,6412.29,729.0,5.0,14114.54
4729,29,F,Universitario,Centro,1302.66,2156.74,570.0,9.0,2969.08
4730,68,F,Tecnico,Norte,2408.11,5086.2,638.0,6.0,5741.33
4731,54,M,Universitario,Occidente,2490.24,3678.59,606.0,2.0,7028.28
4732,34,F,Tecnico,Centro,,2040.6,520.0,7.0,3317.76
4733,75,F,Secundaria,Sur,1199.46,2787.71,541.0,4.0,
4734,40,M,Tecnico,Centro,3672.05,,659.0,7.0,11710.8
4735,43,M,Primaria,Occidente,1703.45,2532.72,664.0,7.0,6326.14
4736,46,F,Secundaria,Centro,,3655.2,550.0,6.0,5835.41
4737,50,F,Universitario,Centro,1246.64,2386.12,527.0,9.0,3377.99
4738,44,F,Tecnico,Centro,2449.35,3924.18,600.0,4.0,7620.02
4739,42,F,Primaria,Centro,1984.44,3699.84,660.0,4.0,5982.23
4740,73,M,Secundaria,Norte,861.44,1548.58,461.0,5.0,1060.88
4741,72,M,Primaria,Sur,1284.38,3113.83,576.0,9.0,8790.18
4742,27,F,Universitario,Norte,,5844.85,630.0,10.0,12237.43
4743,64,M,Primaria,Sur,1856.09,2685.76,591.0,9.0,4975.82
4744,40,F,Tecnico,Centro,2392.89,4123.06,696.0,3.0,10667.05
4745,38,F,Tecnico,Centro,1823.08,3077.33,516.0,6.0,6915.51
4746,38,F,Secundaria,Centro,2427.29,5139.31,578.0,3.0,6173.04
4747,60,F,Secundaria,Oriente,1671.3,3140.24,667.0,9.0,4423.45
4748,30,M,Secundaria,Norte,1879.16,3916.45,622.0,7.0,5694.36
4749,54,F,Universitario,Centro,2869.17,6319.9,565.0,8.0,10077.83
4750,50,F,Universitario,Sur,1511.93,2081.75,531.0,8.0,4979.63
4751,41,F,Universitario,Norte,1583.19,4013.29,543.0,11.0,4310.59
4752,61,F,Universitario,Sur,1296.34,2360.51,565.0,7.0,3644.07
4753,28,M,Primaria,Norte,,0.0,516.0,11.0,1799.87
4754,34,F,Primaria,Norte,1703.07,3258.58,576.0,11.0,5051.22
4755,21,F,Universitario,Oriente,2681.53,3723.37,571.0,8.0,7084.89
4756,64,M,Universitario,Centro,2469.48,3392.61,681.0,7.0,8110.85
4757,42,F,Tecnico,Centro,3320.02,5183.78,688.0,4.0,10882.29
4758,47,F,Tecnico,Oriente,1586.93,2801.4,541.0,7.0,7822.88
4759,26,F,Secundaria,Norte,1869.36,2367.85,678.0,3.0,8752.27
4760,38,M,Secundaria,Sur,1277.38,3315.63,516.0,9.0,4302.59
4761,37,F,Tecnico,Occidente,909.12,2533.99,517.0,11.0,
4762,36,F,Universitario,Sur,1691.47,5127.74,660.0,4.0,6345.86
4763,36,F,Secundaria,Norte,1044.58,1818.59,500.0,4.0,3774.25
4764,29,M,Secundaria,Sur,771.43,1006.33,,13.0,
4765,54,M,Secundaria,,1434.88,2758.39,578.0,4.0,3014.98
4766,59,F,Primaria,Centro,,2294.53,492.0,12.0,2588.51
4767,34,F,Tecnico,Oriente,3477.94,7297.04,713.0,2.0,13750.35
4768,54,M,Postgrado,Norte,3042.2,4994.11,682.0,5.0,10799.66
4769,71,M,Universitario,Norte,1742.11,3943.64,620.0,4.0,4881.09
4770,65,M,Universitario,Centro,,3572.91,526.0,15.0,1372.0
4771,56,F,Tecnico,Occidente,1117.34,4380.39,553.0,9.0,4402.97
4772,45,M,Secundaria,Centro,2241.14,5167.55,558.0,9.0,5149.03
4773,58,M,Postgrado,Norte,5259.06,10968.97,741.0,2.0,18043.58
4774,52,M,Secundaria,Sur,623.14,2715.6,471.0,9.0,2140.48
4775,64,F,Universitario,Sur,6632.55,11412.39,648.0,5.0,19978.03
4776,65,M,Universitario,Centro,2599.06,4070.42,679.0,6.0,6325.23
4777,35,M,Secundaria,Occidente,2344.91,5021.72,605.0,6.0,9310.42
4778,31,F,Secundaria,Centro,1023.38,1558.26,473.0,7.0,
4779,52,M,Secundaria,Centro,982.91,2397.83,494.0,5.0,3286.56
4780,61,M,Primaria,Norte,1114.08,1949.89,460.0,11.0,4061.23
4781,58,F,Secundaria,Sur,1833.18,3631.55,649.0,8.0,7737.57
4782,24,M,Universitario,Centro,2556.23,4870.5,649.0,,8786.58
4783,58,F,Universitario,Oriente,4193.17,8129.8,774.0,6.0,18924.94
4784,30,M,Secundaria,Occidente,661.27,247.54,437.0,11.0,500.0
4785,35,F,Secundaria,Norte,2226.5,2982.87,588.0,9.0,9693.89
4786,54,M,Tecnico,Occidente,2323.6,4108.89,652.0,3.0,7600.34
4787,30,F,Secundaria,Centro,1686.5,3131.15,606.0,4.0,3283.27
4788,53,M,Secundaria,Centro,836.46,2848.19,529.0,12.0,3269.19
4789,48,M,Tecnico,Oriente,1272.42,2636.2,574.0,9.0,3751.93
4790,19,F,Secundaria,Sur,1909.36,3631.95,649.0,6.0,5482.72
4791,33,F,Secundaria,Oriente,488.2,678.91,,5.0,500.0
4792,26,M,Tecnico,Centro,743.01,1754.19,479.0,11.0,500.0
4793,26,F,Secundaria,Occidente,1787.58,3034.27,634.0,5.0,7323.34
4794,55,M,Secundaria,Oriente,1982.8,2622.75,547.0,3.0,4119.21
4795,28,F,Secundaria,Centro,,2735.17,531.0,1.0,2461.91
4796,71,M,Secundaria,Occidente,1133.34,1643.99,489.0,3.0,2636.12
4797,73,F,Universitario,Occidente,3910.35,6698.88,699.0,5.0,12004.55
4798,39,M,Universitario,Centro,3558.34,5268.89,683.0,9.0,12628.78
4799,50,M,Tecnico,Sur,1570.26,3131.87,514.0,8.0,4285.38
4800,53,M,Secundaria,Oriente,,2956.65,483.0,13.0,2224.25
4801,62,M,Primaria,Oriente,2424.18,2996.41,630.0,14.0,8458.57
4802,40,F,Secundaria,Norte,837.83,222.64,484.0,4.0,3919.38
4803,62,F,Universitario,Sur,3383.88,6414.85,697.0,5.0,9761.45
4804,62,F,Secundaria,Occidente,2677.81,5032.93,653.0,8.0,10437.03
4805,51,M,Tecnico,Centro,1827.66,2910.96,590.0,8.0,5377.19
4806,26,M,Secundaria,Oriente,1115.35,1565.31,506.0,7.0,2155.51
4807,41,F,Universitario,Sur,,2320.2,503.0,6.0,2350.0
4808,25,F,Universitario,Centro,2387.18,2778.1,621.0,7.0,9046.58
4809,24,M,Primaria,Norte,599.64,35.26,,7.0,
4810,53,F,Universitario,Oriente,2816.98,4263.1,625.0,7.0,7535.17
4811,35,F,Primaria,Centro,475.93,544.25,,12.0,2504.17
4812,20,F,Tecnico,Centro,810.23,1167.53,,8.0,
4813,45,M,Primaria,Centro,1281.56,227.15,558.0,9.0,3472.03
4814,23,M,Primaria,Sur,,,,11.0,2006.19
4815,61,M,Primaria,Norte,1096.2,2434.21,510.0,8.0,
4816,61,F,Postgrado,Sur,5497.07,10300.69,727.0,8.0,18095.06
4817,38,M,Universitario,Sur,1851.12,4023.9,532.0,5.0,7978.09
4818,45,M,Primaria,Norte,3218.34,6212.1,,5.0,12429.42
4819,57,F,Tecnico,Sur,1018.94,1749.99,,,3244.33
4820,71,M,Secundaria,Sur,1151.36,1293.59,558.0,13.0,
4821,71,M,Secundaria,Norte,,4457.71,678.0,9.0,12830.67
4822,18,F,Universitario,Occidente,2036.87,2987.39,551.0,7.0,7240.08
4823,53,F,Primaria,,1881.0,4044.23,581.0,6.0,4898.97
4824,38,F,Tecnico,Norte,985.72,2197.09,446.0,9.0,500.0
4825,60,M,Secundaria,Centro,1012.48,1049.74,472.0,8.0,3530.61
4826,52,F,Secundaria,Centro,2003.24,3908.68,599.0,6.0,7927.5
4827,30,F,Secundaria,Norte,767.38,1883.26,,12.0,
4828,74,M,Postgrado,Norte,2033.66,4070.46,591.0,10.0,7624.46
4829,66,F,Universitario,Norte,2392.5,5022.35,606.0,7.0,
4830,71,M,Primaria,,2297.05,4174.73,647.0,4.0,7578.01
4831,71,M,Universitario,Centro,2995.2,5180.41,670.0,3.0,8951.52
4832,27,M,Universitario,Occidente,2122.09,3878.61,536.0,7.0,5090.65
4833,70,M,Secundaria,Sur,1705.69,3882.42,568.0,8.0,6340.27
4834,61,M,Secundaria,Oriente,711.75,1888.14,450.0,12.0,2902.85
4835,64,F,Primaria,Sur,965.18,1812.91,480.0,5.0,500.0
4836,70,M,Secundaria,,1931.54,4395.08,572.0,7.0,3275.8
4837,27,F,Tecnico,Oriente,1944.75,4986.34,604.0,7.0,6184.39
4838,63,F,Secundaria,Sur,2058.52,5752.64,550.0,9.0,
4839,30,M,Primaria,Centro,1607.57,4929.7,601.0,11.0,2815.94
4840,54,M,Secundaria,Centro,1701.42,5634.7,569.0,5.0,5278.21
4841,55,F,Secundaria,Oriente,496.66,,423.0,10.0,500.0
4842,41,F,Tecnico,Sur,2091.54,1627.05,665.0,6.0,8197.94
4843,19,M,Tecnico,Centro,1381.33,2656.14,567.0,11.0,5756.76
4844,39,M,Primaria,Norte,1003.11,631.35,475.0,14.0,
4845,34,F,Secundaria,Centro,1249.58,3590.3,532.0,5.0,1914.61
4846,53,M,Secundaria,Centro,1748.77,2897.5,552.0,7.0,3587.9
4847,31,F,Postgrado,Occidente,1667.37,3359.01,565.0,,6388.67
4848,27,F,Secundaria,,672.97,1094.67,,13.0,2503.61
4849,52,M,Primaria,Norte,701.45,2701.37,448.0,6.0,500.0
4850,42,M,Primaria,Norte,1816.29,2321.05,590.0,5.0,4336.44
4851,20,M,Secundaria,,1179.46,2688.53,502.0,6.0,2199.01
4852,64,F,Primaria,Norte,1572.95,1997.04,539.0,7.0,2990.06
4853,55,M,Tecnico,Occidente,2292.77,2417.99,683.0,6.0,7763.95
4854,34,M,Universitario,Occidente,2825.8,5236.51,,,7463.89
4855,29,F,Secundaria,Occidente,1853.7,,541.0,9.0,4693.67
4856,71,M,Tecnico,Oriente,1505.42,1513.69,552.0,16.0,1647.01
4857,69,M,Universitario,Sur,3417.82,4896.17,669.0,5.0,12526.16
4858,41,F,Secundaria,Occidente,1778.91,2890.76,597.0,6.0,7995.87
4859,46,M,Primaria,Occidente,592.79,1813.57,,9.0,3428.99
4860,60,F,Secundaria,Occidente,1596.43,1704.47,562.0,9.0,3566.13
4861,42,F,Universitario,Occidente,2245.56,4907.13,615.0,6.0,6715.59
4862,53,M,Universitario,Sur,3021.98,5009.12,736.0,4.0,12286.2
4863,75,M,Primaria,Norte,1293.85,1477.48,508.0,12.0,2453.34
4864,43,M,Secundaria,Centro,1350.22,3401.69,503.0,11.0,3421.87
4865,55,F,Universitario,Sur,4962.07,9702.94,760.0,3.0,17316.31
4866,18,M,Secundaria,Sur,1879.78,4034.3,545.0,6.0,4941.25
4867,37,F,Universitario,Oriente,2421.84,4544.68,594.0,9.0,7717.13
4868,72,F,Secundaria,Oriente,961.07,871.96,,11.0,2749.74
4869,45,M,Postgrado,Sur,3507.07,7306.37,643.0,5.0,12175.66
4870,33,F,Universitario,,1606.85,2915.34,597.0,4.0,5758.1
4871,64,M,Secundaria,Centro,744.39,1448.18,445.0,5.0,1913.67
4872,34,F,Tecnico,Centro,1476.37,2971.74,523.0,8.0,6226.51
4873,57,F,Primaria,Centro,1058.68,2698.65,571.0,5.0,4082.07
4874,45,M,Secundaria,Sur,2399.88,3017.33,607.0,5.0,6859.24
4875,75,M,Tecnico,Norte,2973.1,5317.68,,7.0,8153.33
4876,29,F,Secundaria,Norte,1976.47,3194.57,681.0,4.0,4927.37
4877,44,F,Tecnico,Centro,1738.25,4316.17,573.0,7.0,5047.21
4878,71,F,Secundaria,Oriente,,4150.47,549.0,7.0,6935.8
4879,70,M,Universitario,Norte,3253.74,6091.11,636.0,5.0,11526.43
4880,59,M,Secundaria,Oriente,,2679.2,611.0,10.0,10577.99
4881,64,M,Universitario,Centro,2941.83,4822.86,658.0,6.0,9956.53
4882,47,F,Primaria,Norte,1524.51,723.47,,7.0,5270.24
4883,58,M,Secundaria,Sur,1501.82,,546.0,10.0,2394.53
4884,51,M,Secundaria,Occidente,1345.5,1964.84,576.0,5.0,3180.77
4885,54,F,Secundaria,Sur,565.74,1987.5,553.0,,500.0
4886,23,F,Secundaria,Sur,1239.77,1783.85,538.0,3.0,
4887,24,M,Secundaria,Oriente,1045.84,1724.61,,3.0,2739.27
4888,49,M,Postgrado,Oriente,3497.97,5994.37,678.0,2.0,9939.81
4889,49,F,Secundaria,Norte,1122.43,743.39,527.0,,2888.42
4890,70,M,Universitario,Oriente,2695.78,3549.87,626.0,6.0,7944.12
4891,42,M,Tecnico,Occidente,778.33,2980.37,,7.0,2488.63
4892,50,M,Secundaria,Oriente,988.16,1170.27,529.0,10.0,5561.61
4893,72,F,Tecnico,Oriente,1382.84,3087.43,537.0,5.0,2682.85
4894,75,F,Universitario,Centro,1594.78,4975.76,,10.0,4224.37
4895,24,M,Secundaria,Centro,5888.85,10268.37,742.0,8.0,20684.3
4896,69,M,Universitario,Sur,1014.97,2195.43,,7.0,
4897,74,F,Primaria,Centro,1730.03,3345.17,633.0,8.0,3826.88
4898,29,F,Tecnico,Occidente,2747.52,5212.88,579.0,7.0,7662.25
4899,33,F,Secundaria,Occidente,1208.73,2567.03,521.0,8.0,5727.85
4900,33,F,Secundaria,Oriente,1711.97,2121.71,,6.0,6332.35
4901,60,F,Tecnico,Occidente,2454.84,3261.91,584.0,9.0,6080.65
4902,70,F,Secundaria,Centro,1683.63,3003.01,556.0,5.0,4920.47
4903,53,M,Secundaria,Occidente,692.88,2367.27,478.0,8.0,1701.57
4904,30,M,Secundaria,Centro,1760.14,3904.0,,7.0,6113.78
4905,24,M,Tecnico,Norte,2689.44,3708.21,666.0,6.0,12511.55
4906,53,F,Secundaria,Sur,3881.57,7447.16,,3.0,12411.22
4907,64,F,Secundaria,Centro,842.21,1718.01,462.0,8.0,500.0
4908,68,F,Secundaria,Occidente,1460.27,,549.0,11.0,4853.03
4909,26,M,Universitario,Centro,2296.34,4231.25,676.0,9.0,4815.13
4910,49,M,Universitario,Occidente,2328.05,4436.94,,6.0,5309.02
4911,28,M,Secundaria,Norte,687.35,1213.13,457.0,11.0,500.0
4912,25,M,Secundaria,Oriente,2381.97,3809.51,604.0,4.0,7890.53
4913,50,F,Secundaria,Oriente,2387.76,4119.19,534.0,8.0,6538.16
4914,40,F,Universitario,Oriente,2833.95,,673.0,3.0,8988.09
4915,42,M,Universitario,Centro,1983.15,3987.74,555.0,15.0,7134.02
4916,73,M,Primaria,Oriente,1156.46,2480.23,574.0,,3821.72
4917,25,F,Universitario,Centro,2040.47,4998.82,554.0,6.0,6182.02
4918,62,M,Primaria,Oriente,,1691.35,436.0,13.0,500.0
4919,39,F,Secundaria,Sur,2045.44,3528.71,641.0,10.0,5084.99
4920,21,M,Universitario,Norte,2327.05,,577.0,8.0,7655.4
4921,57,M,Universitario,Norte,3368.02,5807.66,686.0,6.0,9561.76
4922,20,M,Universitario,Centro,2581.22,4109.3,544.0,14.0,9249.66
4923,46,M,Secundaria,Occidente,962.29,0.0,502.0,7.0,2012.65
4924,58,F,Secundaria,Sur,1021.06,2148.42,524.0,13.0,3105.58
4925,46,M,Universitario,Oriente,4371.84,8268.31,734.0,3.0,15862.59
4926,51,M,Tecnico,Sur,2358.3,5280.93,622.0,5.0,
4927,51,M,Secundaria,Occidente,1287.46,3473.32,,6.0,2864.67
4928,45,M,Secundaria,Centro,1942.97,3775.06,563.0,10.0,4919.17
4929,30,M,Universitario,Norte,1584.19,1854.82,487.0,11.0,3717.43
4930,32,F,Universitario,Oriente,3837.39,5945.93,648.0,9.0,12798.88
4931,40,F,Tecnico,Oriente,973.98,1930.48,489.0,6.0,871.61
4932,61,F,Universitario,Sur,2722.34,5618.11,649.0,6.0,7761.83
4933,43,M,Primaria,Centro,1131.48,2803.5,463.0,8.0,
4934,21,M,Tecnico,Norte,1736.76,,599.0,5.0,4278.86
4935,43,M,Tecnico,Centro,2419.25,2674.36,611.0,9.0,8601.86
4936,57,M,Primaria,Sur,1939.9,2526.79,625.0,9.0,5136.88
4937,26,F,Universitario,Sur,1932.12,1931.25,649.0,10.0,4684.51
4938,72,F,Universitario,Centro,1038.21,2137.06,485.0,9.0,1565.25
4939,22,F,Secundaria,Sur,665.88,988.17,447.0,7.0,596.14
4940,73,M,Universitario,Norte,2145.95,3623.74,573.0,8.0,6551.18
4941,49,M,Tecnico,Sur,1854.48,3720.13,560.0,7.0,6306.78
4942,37,F,Tecnico,Oriente,2111.61,3513.06,578.0,10.0,4436.43
4943,67,M,Universitario,Norte,2746.65,6482.88,,4.0,7717.55
4944,28,M,Secundaria,Centro,2179.02,3769.81,593.0,6.0,8275.53
4945,32,F,Universitario,Norte,5296.03,8149.13,752.0,13.0,23640.28
4946,49,F,Secundaria,Occidente,1589.09,822.83,519.0,11.0,2014.77
4947,45,F,Universitario,Sur,2841.81,5542.31,635.0,9.0,8549.04
4948,39,M,Secundaria,Centro,1057.46,2410.78,530.0,7.0,2876.43
4949,58,M,Primaria,Centro,1269.68,2777.8,581.0,8.0,2863.07
4950,34,M,Secundaria,Occidente,1621.47,1869.59,506.0,12.0,5146.62
4951,43,F,Secundaria,Sur,1611.9,2193.34,587.0,12.0,6567.72
4952,61,M,Primaria,Norte,888.68,2939.88,459.0,5.0,4009.65
4953,24,F,Primaria,Centro,,2097.73,534.0,6.0,4188.78
4954,59,F,Universitario,Oriente,2586.77,4160.64,627.0,10.0,8421.88
4955,74,F,Universitario,Centro,2944.42,6407.83,659.0,8.0,
4956,43,M,Universitario,Centro,2009.48,2793.57,,4.0,1758.31
4957,42,M,Universitario,Occidente,2413.45,4011.59,581.0,8.0,6513.18
4958,27,F,Universitario,,6207.89,,735.0,7.0,21601.39
4959,62,F,Primaria,Occidente,1279.19,3362.88,562.0,5.0,2502.43
4960,36,F,Universitario,Norte,,7998.65,656.0,9.0,12607.64
4961,28,M,Universitario,Centro,4435.37,8575.05,645.0,14.0,13407.5
4962,30,M,Primaria,Centro,609.82,2710.98,360.0,11.0,3961.21
4963,70,F,Tecnico,Oriente,1737.62,3881.18,568.0,5.0,4780.06
4964,25,M,Secundaria,Oriente,1353.57,2701.21,578.0,15.0,2848.56
4965,57,F,Universitario,Oriente,6120.79,11026.82,714.0,6.0,22106.09
4966,21,F,Tecnico,,4028.97,7009.49,681.0,,13445.08
4967,64,M,Postgrado,Oriente,1791.29,2232.24,591.0,8.0,9302.81
4968,48,M,Primaria,Centro,,0.0,524.0,9.0,2922.31
4969,45,F,Primaria,Centro,2096.65,4536.71,514.0,8.0,3430.64
4970,28,M,Postgrado,Centro,2538.35,4488.94,655.0,4.0,6156.45
4971,60,F,Primaria,Centro,1664.81,2310.81,570.0,3.0,5842.78
4972,18,F,Secundaria,Centro,1295.8,3957.57,,5.0,2566.52
4973,66,F,Tecnico,Oriente,1164.96,3054.0,553.0,,3268.66
4974,64,F,Universitario,Norte,4507.04,7987.06,678.0,5.0,14837.77
4975,69,M,Secundaria,Oriente,1139.82,2507.2,580.0,5.0,3798.35
4976,55,M,Primaria,Oriente,1161.81,2069.66,589.0,9.0,2959.25
4977,41,F,Tecnico,Norte,1078.9,1650.8,553.0,5.0,1785.4
4978,71,M,Secundaria,Norte,962.7,2732.26,581.0,11.0,3365.5
4979,74,F,Secundaria,Centro,1638.8,3165.58,564.0,4.0,3692.7
4980,64,F,Universitario,Norte,1633.1,1940.2,533.0,3.0,500.0
4981,48,M,Universitario,Sur,4788.89,8910.45,730.0,1.0,17560.29
4982,58,M,Universitario,Sur,3377.94,6587.87,676.0,7.0,11718.15
4983,63,F,Primaria,Sur,1787.21,4574.65,603.0,11.0,6668.56
4984,67,F,Tecnico,Centro,1656.64,3214.32,548.0,9.0,5945.43
4985,43,M,Postgrado,Centro,,5332.14,715.0,10.0,13567.98
4986,66,F,Tecnico,Sur,,4557.37,623.0,6.0,5529.07
4987,67,F,Primaria,Norte,,0.0,,16.0,1689.56
4988,22,F,Postgrado,Centro,2584.35,6830.54,625.0,3.0,6815.68
4989,37,M,Tecnico,Occidente,786.12,2986.78,489.0,6.0,500.0
4990,69,M,Universitario,Centro,2801.99,5818.2,607.0,5.0,6895.22
4991,58,F,Primaria,Oriente,736.09,1578.45,,11.0,1040.91
4992,28,F,Tecnico,Centro,1658.72,1883.78,565.0,7.0,5871.7
4993,73,M,Universitario,Norte,1709.48,3099.86,534.0,4.0,5609.32
4994,71,F,Tecnico,Sur,3619.97,6914.96,650.0,2.0,13131.81
4995,50,F,Secundaria,Occidente,4217.76,6771.57,694.0,5.0,
4996,67,M,Primaria,Oriente,1903.59,2990.07,592.0,9.0,6738.81
4997,55,F,Secundaria,Centro,2385.23,3905.43,546.0,8.0,3351.48
4998,44,F,Secundaria,Occidente,,2160.82,567.0,2.0,7151.22
4999,51,M,Tecnico,Centro,1381.83,3835.84,550.0,8.0,3129.75
5000,32,M,Primaria,,,758.06,447.0,8.0,500.0
5001,49,F,Primaria,Norte,,3458.62,555.0,9.0,3955.95
5002,75,M,Secundaria,Centro,1396.14,2123.71,539.0,10.0,539.03
5003,38,M,Secundaria,Sur,,2688.92,564.0,6.0,4649.08
5004,63,F,Tecnico,Norte,1362.32,2489.3,640.0,10.0,5301.7
5005,22,F,Tecnico,Occidente,884.34,1756.88,444.0,9.0,508.7
5006,23,F,Universitario,Oriente,1372.27,1628.86,518.0,5.0,4116.37
5007,55,F,Secundaria,Oriente,3067.04,5804.93,620.0,7.0,8103.75
5008,39,M,Tecnico,Sur,4277.79,6810.78,640.0,7.0,12863.99
5009,35,M,Secundaria,Sur,729.78,2794.25,,,5128.11
5010,31,M,Primaria,Centro,868.83,1137.65,,4.0,
5011,27,M,Tecnico,Sur,796.58,2125.84,433.0,4.0,539.78
5012,63,F,Universitario,Occidente,2571.01,4179.09,732.0,4.0,8793.35
5013,30,F,Primaria,Sur,1219.32,3207.03,515.0,4.0,2410.52
5014,48,M,Primaria,Centro,,1696.82,,7.0,2155.54
5015,47,M,Universitario,Centro,1933.43,3437.11,622.0,7.0,5875.51
5016,20,M,Tecnico,Occidente,1924.06,3269.72,540.0,4.0,2994.71
5017,47,F,Secundaria,Norte,,3421.2,586.0,9.0,4609.74
5018,23,M,Tecnico,Oriente,2369.05,3089.83,541.0,8.0,6873.57
5019,46,M,Postgrado,Centro,5763.05,9792.07,747.0,5.0,20049.2
5020,25,F,Secundaria,Centro,1239.8,2512.38,,6.0,3562.56
5021,61,M,Secundaria,Oriente,,2591.7,547.0,6.0,3704.9
5022,62,M,Secundaria,Norte,2395.51,3401.97,650.0,3.0,7727.9
5023,60,F,Universitario,Centro,1931.13,,,8.0,6980.87
5024,61,M,Secundaria,Norte,1414.58,2482.98,578.0,5.0,2727.5
5025,50,F,Postgrado,Sur,2621.73,4784.22,715.0,7.0,7813.39
5026,34,M,Tecnico,Norte,3806.47,7158.33,687.0,7.0,16783.25
5027,65,M,Secundaria,Norte,,4508.49,600.0,7.0,6520.03
